id	comment_text	sentiment	comment_es
0005300084f90edc	" Fair use rationale for Image:Wonju.jpg  Thanks for uploading Image:Wonju.jpg. I notice the image page specifies that the image is being used under fair use but there is no explanation or rationale as to why its use in Wikipedia articles constitutes fair use. In addition to the boilerplate fair use template, you must also write out on the image description page a specific explanation or rationale for why using this image in each article is consistent with fair use.  Please go to the image description page and edit it to include a fair use rationale.  If you have uploaded other fair use media, consider checking that you have specified the fair use rationale on those pages too. You can find a list of 'image' pages you have edited by clicking on the ""my contributions"" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting ""Image"" from the dropdown box. Note that any fair use images uploaded after 4 May, 2006, and lacking such an explanation will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you. (talk • contribs • )  Unspecified source for Image:Wonju.jpg  Thanks for uploading Image:Wonju.jpg. I noticed that the file's description page currently doesn't specify who created the content, so the copyright status is unclear. If you did not create this file yourself, then you will need to specify the owner of the copyright. If you obtained it from a website, then a link to the website from which it was taken, together with a restatement of that website's terms of use of its content, is usually sufficient information. However, if the copyright holder is different from the website's publisher, then their copyright should also be acknowledged.  As well as adding the source, please add a proper copyright licensing tag if the file doesn't have one already. If you created/took the picture, audio, or video then the tag can be used to release it under the GFDL. If you believe the media meets the criteria at Wikipedia:Fair use, use a tag such as or one of the other tags listed at Wikipedia:Image copyright tags#Fair use. See Wikipedia:Image copyright tags for the full list of copyright tags that you can use.  If you have uploaded other files, consider checking that you have specified their source and tagged them, too. You can find a list of files you have uploaded by following [ this link]. Unsourced and untagged images may be deleted one week after they have been tagged, as described on criteria for speedy deletion. If the image is copyrighted under a non-free license (per Wikipedia:Fair use) then the image will be deleted 48 hours after . If you have any questions please ask them at the Media copyright questions page. Thank you. (talk • contribs • ) "	0	" El uso justo justificación de archivo: Wonju.jpg  Gracias por subir Image: Wonju.jpg. Me he dado cuenta la página de imagen Especifica que la imagen está siendo utilizado en condiciones de uso justo, pero no hay ninguna explicación o justificación de por qué su uso en artículos de Wikipedia constituye el uso justo. Además de la plantilla repetitivo justo uso, también debe escribir en la página de descripción de la imagen una explicación específica o justificación de por qué el uso de esta imagen en cada artículo es compatible con el uso justo.  Por favor, vaya a la página de descripción de la imagen y editarla para incluir una justificación uso justo.  Si has subido otros medios de uso justo, considere la comprobación de que ha especificado el uso justo fundamento en esas páginas también. Puede encontrar una lista de páginas de 'imagen' que ha editado haciendo clic en el "" Mis contribuciones "fichero" (que se encuentra en la parte superior de cualquier página de Wikipedia cuando está conectado), y luego seleccionando "" imagen" "en el cuadro desplegable. Tenga en cuenta que cualquier imagen subidos uso justo después del 4 de mayo de 2006, y que carecen de tal explicación será borrada una semana después de que se hayan cargado, tal como se describe en los criterios de borrado rápido. Si tiene alguna pregunta, por favor pedirles que en la página de preguntas Medios de derechos de autor. Gracias. (Al hablar • contribuciones •) fuente no especificada de archivo: Wonju.jpg  Gracias por subir Image: Wonju.jpg. Me di cuenta de que la página de descripción del archivo actualmente no especifica quien creó el contenido, por lo que el estado de los derechos de autor no está claro. Si no ha creado este archivo usted mismo, entonces tendrá que especificar el propietario de los derechos de autor. Si lo obtuvo de un sitio web, a continuación, un enlace a la página web de la que fue tomada, junto con una actualización de los términos de uso de su contenido de ese sitio web, es por lo general suficiente información. Sin embargo, si el titular del derecho de autor es diferente del editor de la página web, a continuación, sus derechos de autor debe también ser reconocido.  Así como la adición de la fuente, por favor añadir un autor propiamente etiqueta de licencia si el archivo no tiene uno ya. Si ha creado / tomó la fotografía, audio o vídeo a continuación, la etiqueta se puede utilizar para liberarlo bajo la GFDL. Si usted cree que los medios de comunicación cumple con los criterios en Wikipedia: El uso justo, utilizar una etiqueta o como una de las otras etiquetas que figuran en la Wikipedia: Etiquetas de copyright imagen # Uso Justo. Véase Wikipedia: Las etiquetas de imagen de derechos de autor para la lista completa de etiquetas de derechos de autor que se pueden utilizar.  Si has subido otros archivos, considere la posibilidad de comprobar que ha especificado su origen y etiquetado de ellos, también. Puede encontrar una lista de archivos que ha subido siguiendo [este enlace]. imágenes fuente o sin etiqueta se pueden eliminar una semana después de que se han marcado, como se describe en los criterios de borrado rápido. Si la imagen tiene derechos de autor bajo una licencia no libre (por Wikipedia: El uso justo) a continuación, la imagen se borrará después de 48 horas. Si tiene alguna pregunta, por favor pedirles que en la página de preguntas Medios de derechos de autor. Gracias. (Al hablar • contribuciones •) "
00054a5e18b50dd4	bbq   be a man and lets discuss it-maybe over the phone?	0	barbacoa  ser un hombre y deja para hablar de ello, tal vez a través del teléfono?
0005c987bdfc9d4b	Hey... what is it.. @ | talk . What is it... an exclusive group of some WP TALIBANS...who are good at destroying, self-appointed purist who GANG UP any one who asks them questions abt their ANTI-SOCIAL and DESTRUCTIVE (non)-contribution at WP?  Ask Sityush to clean up his behavior than issue me nonsensical warnings...	1	Hey ... ¿qué es lo .. @ | hablar . ¿Qué es ... un grupo exclusivo de algunos WP talibanes ... que son buenos para destruir, purista auto-nombrado por cara que cualquiera que les pide preguntas abt su ANTISOCIAL y destructiva (no) -Aportación en WP?  Pedir Sityush para limpiar su comportamiento de tema me advertencias sin sentido ...
0006f16e4e9f292e	Before you start throwing accusations and warnings at me, lets review the edit itself-making ad hominem attacks isn't going to strengthen your argument, it will merely make it look like you are abusing your power as an admin.  Now, the edit itself is relevant-this is probably the single most talked about event int he news as of late. His absence is notable, since he is the only living ex-president who did not attend. That's certainly more notable than his dedicating an aircracft carrier.  I intend to revert this edit, in hopes of attracting the attention of an admin that is willing to look at the issue itself, and not throw accusations around quite so liberally. Perhaps, if you achieve a level of civility where you can do this, we can have a rational discussion on the topic and resolve the matter peacefully.	0	Antes de comenzar a lanzar acusaciones y advertencias a mí, vamos a revisar la edición en sí de decisiones ataques ad hominem no va a reforzar su argumento, simplemente hará que parezca que está abusando de su poder como un administrador. Ahora, la edición en sí es relevante, esto es probablemente la que más se habla int caso a noticia en los últimos tiempos. Su ausencia es notable, ya que es el ex presidente sólo vivir que no asistió. Eso es ciertamente más notable que su dedicando un portador aircracft. Tengo la intención de revertir esta edición, con la esperanza de atraer la atención de un administrador que está dispuesto a examinar la cuestión en sí, y no lanzar acusaciones en torno a tan liberalmente. Tal vez, si usted alcanza un nivel de civilidad donde se puede hacer esto, podemos tener una discusión racional sobre el tema y resolver el asunto pacíficamente.
00070ef96486d6f9	Oh, and the girl above started her arguments with me. She stuck her nose where it doesn't belong. I believe the argument was between me and Yvesnimmo. But like I said, the situation was settled and I apologized. Thanks,	0	Ah, y por encima de la chica comenzó sus argumentos conmigo. Ella le sacó la nariz donde no pertenece. Creo que el argumento era entre mí y Yvesnimmo. Pero como he dicho, la situación se resolvió y se disculpó. Gracias,
00078f8ce7eb276d	"  Juelz Santanas Age  In 2002, Juelz Santana was 18 years old, then came February 18th, which makes Juelz turn 19 making songs with The Diplomats. The third neff to be signed to Cam's label under Roc A Fella. In 2003, he was 20 years old coming out with his own singles ""Santana's Town"" and ""Down"". So yes, he is born in 1983. He really is, how could he be older then Lloyd Banks? And how could he be 22 when his birthday passed? The homie neff is 23 years old. 1983 - 2006 (Juelz death, god forbid if your thinking about that) equals 23. Go to your caculator and stop changing his year of birth. My god."	0	"  Juelz Santana Edad  En 2002, Juelz Santana tenía 18 años de edad, luego vino 18 de febrero que hace girar Juelz 19 canciones que hacen con los diplomáticos. La tercera Neff que se firmó con el sello de Cam bajo Roc A Fella. En 2003, tenía 20 años de edad, que sale con sus propias sencillos "" Ciudad de Santana "" y "" abajo "". Así que sí, nacido en 1983. Él realmente es, ¿cómo iba a ser mayores a continuación, Lloyd Banks? ¿Y cómo podría ser de 22, cuando pasó su cumpleaños? El Neff Homie tiene 23 años. 1983 - 2006 (muerte Juelz, Dios no lo quiera, si su forma de pensar acerca de eso) es igual a 23. Vaya a su Caculator y dejar de cambiar su año de nacimiento. Dios mío."
0007e25b2121310b	Bye!   Don't look, come or think of comming back! Tosser.	1	¡Chau!  No mire, venga o pensar en regresaré de nuevo! Lanzador.
000897889268bc93	REDIRECT Talk:Voydan Pop Georgiev- Chernodrinski	0	REDIRECT Discusión: Voydan Pop Georgiev- Chernodrinski
0009801bd85e5806	The Mitsurugi point made no sense - why not argue to include Hindi on Ryo Sakazaki's page to include more information?	0	El punto Mitsurugi no tenía sentido - ¿por qué no discutió incluir Hindi en la página de Ryo Sakazaki para incluir más información?
0009eaea3325de8c	Don't mean to bother you   I see that you're writing something regarding removing anything posted here and if you do oh well but if not and you can acctually discuss this with me then even better.  I'd like to ask you to take a closer look at the Premature wrestling deaths catagory and the men listed in it, surely these men belong together in some catagory. Is there anything that you think we can do with the catagory besides delting it?	0	No significa que te moleste  Veo que usted está escribiendo algo con respecto a la eliminación de cualquier información incluida aquí y si lo hace oh bien, pero si no, y que Acctually puede hablar de esto conmigo entonces aún mejor.  Me gustaría preguntarle a echar un vistazo más de cerca a la muerte prematura de lucha libre CATEGORÍA y los hombres que figuran en ella, sin duda estos hombres pertenecen juntos en alguna categoría. ¿Hay algo que usted piensa que podemos hacer con el CATEGORIA además delting ella?
000b08c464718505	"   Regarding your recent edits   Once again, please read WP:FILMPLOT before editing any more film articles. Your edits are simply not good, with entirely too many unnecessary details and very bad writing. Please stop before you do further damage. -''''''The '45 "	0	"   En cuanto a las modificaciones recientes  Una vez más, por favor, lea WP: FILMPLOT antes de editar más artículos de película. Tus cambios no son simplemente bueno, con enteramente demasiados detalles innecesarios y muy mal escrito. Por favor, dejar antes de hacer más daño. - '' '' '' El '45 "
000bfd0867774845	" Good to know. About me, yeah, I'm studying now.(Deepu) "	0	" Bueno saber. Sobre mí, sí, estoy estudiando ahora. (Deepu) "
000c0dfd995809fa	"   Snowflakes are NOT always symmetrical!   Under Geometry it is stated that ""A snowflake always has six symmetric arms."" This assertion is simply not true! According to Kenneth Libbrecht, ""The rather unattractive irregular crystals are by far the most common variety."" http://www.its.caltech.edu/~atomic/snowcrystals/myths/myths.htm#perfection Someone really need to take a look at his site and get FACTS off of it because I still see a decent number of falsities on this page. (forgive me Im new at this and dont want to edit anything)"	0	"   Los copos de nieve no siempre son simétricas!  En virtud de la geometría se afirma que "" Un copo de nieve siempre tiene seis brazos simétricos "" Esta afirmación simplemente no es verdad! De acuerdo con Kenneth Libbrecht "" Los cristales irregulares bastante poco atractivo son, con mucho, la variedad más común. "" Http://www.its.caltech.edu/~atomic/snowcrystals/myths/myths.htm#perfection Alguien realmente necesita echar un vistazo a su sitio y obtener HECHOS fuera de ella, porque todavía veo un buen número de falsedades en esta página. (Perdóname soy nuevo en esto y no haga falta para editar cualquier cosa)"
000c6a3f0cd3ba8e	"   The Signpost: 24 September 2012    Read this Signpost in full  Single-page  Unsubscribe   "	0	"   El poste indicador: 24 Septiembre 2012   Lea este poste indicador en su totalidad  Única página  Darse de baja   "
000cfee90f50d471	"  Re-considering 1st paragraph edit? I don't understand the reasons for 's recent edit of this article not that I'm sure that the data are necessarily ""wrong."" Rather, I'm persuaded that the strategy of introducing academic honors in the first paragraph is an unhelpful approach to this specific subject. I note that articles about other sitting Justices have been similarly ""enhanced;"" and I also believe those changes are no improvement.   In support of my view that this edit should be reverted, I would invite anyone to re-visit articles written about the following pairs of jurists.  A1. Benjamin Cardozo  A2. Learned Hand   B1. John Marshall Harlan  B2. John Marshall Harlan II  The question becomes: Would the current version of the Wikipedia article about any one of them or either pair be improved by academic credentials in the introductory paragraph? I think not.  Perhaps it helps to repeat a wry argument Kathleen Sullivan of Stanford Law makes when she suggests that some on the Harvard Law faculty wonder how Antonin Scalia avoided learning what others have managed to grasp about the processes of judging? I would hope this anecdote gently illustrates the point.   Less humorous, but an even stronger argument is the one Clarence Thomas makes when he mentions wanting to return his law degree to Yale.  At a minimum, I'm questioning this edit? It deserves to be reconsidered. "	0	"  Vuelva a considerar el párrafo primero de edición? No entiendo las razones de la reciente edición de este artículo 's no es que yo estoy seguro de que los datos son necesariamente '' mal '' Por el contrario, estoy convencido de que la estrategia de introducir honores académicos en el primer párrafo es un enfoque poco útil a este tema específico. Tomo nota de que los artículos sobre otros jueces que lo han sido de manera similar "" mejorado "" y creo que esos cambios son ninguna mejora.  En apoyo de mi opinión de que esta edición debe ser revertida, me gustaría invitar a cualquier persona a los artículos volver a visitar escrito sobre los siguientes pares de juristas.  A1. Benjamin Cardozo  A2. Learned Hand   B1. John Marshall Harlan  B2. John Marshall Harlan II  La pregunta es: ¿Sería la versión actual del artículo de Wikipedia sobre cualquiera de ellos o cualquiera de los pares mejorarse credenciales académicas en el párrafo introductorio? Yo creo que no.  Tal vez esto sirva para repetir un argumento irónica Kathleen Sullivan, de la Stanford Law hace cuando sugiere que algunos en la facultad de Derecho de Harvard maravilla cómo evitarse Antonin Scalia aprender lo que otros han logrado captar sobre los procesos de juzgar? Yo esperaría esta anécdota ilustra suavemente el punto.  Menos buen humor, pero un argumento aún más fuerte es el que Clarence Thomas hace cuando menciona que quieran volver a su título de abogado de la Universidad de Yale.  Como mínimo, yo estoy cuestionando esta edición? Merece ser reconsiderada. "
000eefc67a2c930f	Radial symmetry   Several now extinct lineages included in the Echinodermata were bilateral such as Homostelea, or even asymmetrical such as Cothurnocystis (Stylophora).  -	0	Simetría radial  Varios linajes ahora extintos incluidos en el Echinodermata fueron bilaterales como Homostelea, o incluso asimétrica, tal como Cothurnocystis (Stylophora).  -
000f35deef84dc4a	There's no need to apologize. A Wikipedia article is made for reconciling knowledge about a subject from different sources, and you've done history studies and not archaeology studies, I guess. I could scan the page, e-mail it to you, and then you could ask someone to translate the page.	0	No hay necesidad de disculparse. Un artículo de Wikipedia se hace para conciliar el conocimiento acerca de un tema desde diferentes fuentes, y que ha hecho estudios de historia y no los estudios de arqueología, supongo. Yo podría escanear la página, e-mail a usted, y entonces usted podría pedir a alguien para traducir la página.
000ffab30195c5e1	Yes, because the mother of the child in the case against Michael Jackson was studied in here motives and reasonings and judged upon her character just as harshly as Wacko Jacko himself. Don't tell me to ignore it and incriminate myself. I am going to continue refuting the bullshit that Jayjg keeps throwing at me. 18:01, 16 Jun 2005 (UTC)	0	Sí, porque la madre del niño en el caso contra Michael Jackson se estudió aquí motivos y razonamientos y juzgado sobre su carácter tan duramente como él mismo Wacko Jacko. No me diga que ignorarlo y incriminarme. Voy a seguir refutar la mierda que Jayjg sigue tirando de mí. 18:01 16 Jun 2005 (UTC)
0010307a3a50a353	" Ok. But it will take a bit of work but I can't quite picture it. Do you have an example I can base it on? the Duck "	0	" Está bien. Pero tomará un poco de trabajo, pero no puedo imaginar que bastante. ¿Tiene un ejemplo que puedo basar en? el pato "
0010833a96e1f886	"== A barnstar for you! ==   The Real Life Barnstar lets us be the stars  "	0	"== Una estrella de granero para usted! ==   La estrella de granero de la vida real nos permite ser las estrellas  "
0011cc71398479c4	How could I post before the block expires? The funny thing is, you think I'm being uncivil!	0	¿Cómo podría publicar antes del bloque expira? Lo curioso es que creo que estoy siendo descortés!
00128363e367d703	Not sure about a heading of 'Fight for Freedom' what will it contain?	0	No está seguro acerca de un título de 'luchar por la libertad' lo que va a contener?
001325b8b20ea8aa	Praise   looked at this article about 6 months ago -much improved. ]	0	Felicitar  mirado este artículo hace aproximadamente 6 meses -mucho mejorado. ]
001363e1dbe91225	I was able to post the above list so quickly because I already had it in a text file in my hard drive I've been meaning to get around to updating the sound list for some time now.  As far as generating interest I've spent four years trying to drum up more interest in freely licensed full length classical music. Unfortunately, my attempts failed - I'm still effectively the only one who does it. The classical music wikiproject was not interested, (Wikipedia_talk:WikiProject_Classical_music/Archive_5#Need_help.21Wikipedia_talk:WikiProject_Music/Archive_3#I_could_use_some_helpWikipedia_talk:WikiProject_Music/Archive_2#Raulbot.2C_and_the_music_list) So I really had given up trying to interest others.  The sound list was featured on digg a while back - http://digg.com/music/Wikipedia_has_free_classical_music_downloads . It got 1600 diggs, which is IMO very impressive.	0	Yo era capaz de publicar la lista de arriba tan rápidamente porque ya lo tenía en un archivo de texto en mi disco duro que he tenido la intención de moverse a la actualización de la lista de sonidos desde hace algún tiempo. En cuanto a la generación de interés He pasado cuatro años tratando de reunir más interés en la música clásica de longitud completa con licencia libre. Por desgracia, mis intentos fracasaron - Todavía estoy efectivamente el único que lo hace. La música clásica wikiproject no estaba interesado, (Wikipedia_talk: WikiProject_Classical_music / Archive_5 # Need_help.21Wikipedia_talk: WikiProject_Music / Archive_3 # I_could_use_some_helpWikipedia_talk: WikiProject_Music / Archive_2 # Raulbot.2C_and_the_music_list) Así que realmente había renunciado a tratar de interesar a otros. La lista de sonidos se presentó en un digg tiempo atrás - http://digg.com/music/Wikipedia_has_free_classical_music_downloads. Llegó 1600 Diggs, lo cual es muy impresionante la OMI.
0013a8b1a5f26bcb	" Well, not ""before the process"" but ""before how we do things with subpages"" His RfA is listed on NoSeptember's page and you can find it if you look. September 2004 I think. I have my differences with El_C to be sure, but was surprised to see a block, so I left a note. ++: t/c "	0	" Bueno, no "" antes de que el proceso de "" pero "" antes de cómo hacemos las cosas con subpáginas "" Su RFA se indican en la página de NoSeptember y se puede encontrar si se mira. De septiembre de 2004 me pienso. Tengo mis diferencias con El_C para estar seguro, pero se sorprendió al ver un bloque, lo que he dejado una nota. ++: t / c "
00148d055a169b93	"  Not at all, you are making a straw man argument here. I never claimed O'Donohue had that position, rather that practitioners and researchers in the field ignored the DSM position, which is exactly what the quote says and also something O'Donohue agrees with.   Again, I was combating the notion that it was a ""absurd part"" to claim that pedophilia is a sexual orientation. Since many researchers hold this position, it would be unfair to call it absurd. The disorder part is divided in the field, some argue that it is not a disorder at all, some do. At the end of the day, it is a value judgment (as Cantor pointed out earlier in the thread), not a scientific judgement. If we choose to make this value judgment in the article, it should be stated clearly and not pretend to have a scientific basis. "	0	"  No, en absoluto, usted está haciendo un argumento del hombre de paja aquí. Nunca reclamado O'Donohue tenía esa posición, en lugar de que los profesionales e investigadores en el campo ignorado la posición de DSM, que es exactamente lo que dice la cita y también algo que está de acuerdo con O'Donohue.  Una vez más, estaba combatir la idea de que se trataba de un "" parte absurda "" para reclamar que la pedofilia es una orientación sexual. Debido a que muchos investigadores sostienen esta posición, no sería justo llamarlo absurdo. La parte trastorno se divide en el campo, hay quienes sostienen que no es un trastorno en absoluto, algunos lo hacen. Al fin y al cabo, se trata de un juicio de valor (como Cantor señaló anteriormente en el hilo), no un juicio científico. Si elegimos hacer este juicio de valor en el artículo, debe hacerse constar de forma clara y no pretende tener una base científica. "
00151a9f93c6b059	"   ""Mainland Asia"" includes ""the lower basin of China's Yangtze River"" as well as ""Korea"". But being specific is fine too. I just found a citation for a more comprehensive DNA study by Hammer below, rather than our generarizations and speculation so far.    Citation for ""Yayoi culture was brought to Japan by migrants from Korea, who in turn trace their roots to southeast Asia/south China.""    2005 DNA study by Hammer  Describes the Yayoi migration from Korea based on the O-SRY(465) genes and other genes with close lineage (haplogroups O-M122 and O-M95). Reiterates that ""the entire O haplogroup has been proposed to have a Southeast Asian origin."" (Their definition of Southeast Asia includes southern China). Then hypothesizes that ""the dispersals of Neolithic farmers from Southeast Asia also brought haplogroup O lineages to Korea and eventually to Japan.""  In the concluding paragraph, it states ""we propose that the Yayoi Y chromosomes descend from prehistoric farmers that had their origins in southeastern Asia, perhaps going back to the origin of agriculture in this region.""  Hammer's DNA study is based on a ""global sample consisted of > 2,500 males from 39 Asian populations, including six populations sampled from across the Japanese archipelago.""  "	0	"   "" Asia continental "" incluye "" la cuenca baja del río Yangtze de China "", así como "" Corea "". Pero ser específica está muy bien también. Acabo de encontrar una citación para un estudio más exhaustivo de ADN por debajo del martillo, en lugar de nuestros generarizations y especulaciones hasta el momento.   Citación por "" la cultura Yayoi fue llevado a Japón por los migrantes procedentes de Corea, que a su vez tienen sus raíces en el sureste de Asia / sur de China. ""   2005 estudio de ADN por Hammer  Describe la migración Yayoi de Corea basado en el O-SRY (465) genes y otros genes con linaje cercano (haplogrupos O-M122 y O-M95). Reitera que "" todo el haplogrupo O se ha propuesto tener un origen del sudeste asiático "" (Su definición del sudeste de Asia incluye el sur de China). A continuación, la hipótesis de que "" las dispersiones de los agricultores neolíticos del sudeste asiático también trajeron haplogrupo O linajes a Corea y, finalmente, a Japón. ""  En el párrafo final, que establece que "" se propone que los cromosomas Y Yayoi descienden de agricultores prehistóricos que tuvieron su origen en el sureste de Asia, tal vez de vuelta al origen de la agricultura en esta región en marcha ""  estudio de ADN de martillo se basa en un "" muestra global consistió> 2.500 varones de 39 poblaciones de Asia, incluyendo seis poblaciones muestreadas de todo el archipiélago japonés. ""  "
0015f4aa35ebe9b5	pretty much everyone from warren county/surrounding regions was born at glens falls hospital. myself included. however, i'm not sure this qualifies anyone as being a glens falls native. rachel ray is, i believe, actually from the town of lake luzerne. —The preceding unsigned comment was added by 70.100.229.154 04:28:57, August 19, 2007 (UTC)	0	casi todo el mundo desde las regiones del condado / rodea Warren nació en Glens Falls hospital. yo incluido. Sin embargo, no estoy seguro de que esto califica a nadie como un Glens Falls nativa. rachel ray es, creo, en realidad de la ciudad de Lake Luzerne. -El comentario sin firmar anterior se añadió por 70.100.229.154 04:28:57 19 de agosto de 2007 (UTC)
00169857adbc989b	Hi Explicit, can you block O Fenian for edit-warring on the Giant's Causeway wp. He has made several edits which can only be described as terrorism.	0	Hola explícita, se puede bloquear O feniana para editar beligerantes en wp Calzada de los Gigantes. Ha realizado varias ediciones que sólo puede ser descrito como el terrorismo.
0016e01b742b8da3	Notability of Rurika Kasuga A tag has been placed on Rurika Kasuga, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. Please see the guidelines for what is generally accepted as notable, and if you can indicate why the subject of this article is notable, you may contest the tagging. To do this, add on the top of the page (below the existing db tag) and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines.  For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.	0	Notabilidad de Rurika Kasuga Una etiqueta se ha colocado en Rurika Kasuga, solicitando que sea eliminada rápidamente de Wikipedia. Esto se ha hecho debido a que el artículo parece ser acerca de una persona, grupo de personas, banda, club, empresa o contenido de la web, pero no indica cómo o por qué el tema es notable, que es, ¿por qué un artículo sobre ese tema deben incluirse en Wikipedia. Bajo los criterios de borrado rápido, artículos que no lo hacen afirman notabilidad se pueden eliminar en cualquier momento. Por favor, vea las pautas para lo que es generalmente aceptado como notable, y si se puede indicar por qué el tema de este artículo es notable, puede impugnar el etiquetado. Para ello, agregue en la parte superior de la página (debajo de la etiqueta existente db) y dejar una nota en la página de discusión del artículo para explicar su posición. Por favor, no quite la etiqueta de borrado rápido a sí mismo, pero no dude en añadir información al artículo que confirmaría la notabilidad de su tema con las directrices.  Para obtener directrices sobre tipos específicos de artículos, es posible que desee echa un vistazo a nuestros criterios de biografías, para los sitios web, para las bandas, o para empresas. No dude en dejar una nota en mi página de discusión si tiene alguna pregunta sobre esto.
001735f961a23fc4	"  Sure, but the lead must briefly summarize Armenia's history. I simply added what I found necessary. If anyone thinks this or that sentence is redundant for the lead, they are welcome to remove make edits. talk "	0	"  Claro, pero el mosto brevemente plomo resumir la historia de Armenia. Simplemente añadí lo que he encontrado es necesario. Si alguien piensa que tal o cual frase es redundante para el plomo, son bienvenidos para eliminar ediciones maquillaje. hablar "
00173958f46763a2	TFD   I think we just eced. I think we responded to each other without seeing each others responses. I added something in response to yours, but don't know if you saw mine. (T/C//WP:CHICAGO/WP:FOUR)	0	TFD  Creo que acabamos de ECED. Creo que hemos respondido a la otra sin ver las respuestas de los demás. Añadí algo en respuesta a la suya, pero no sé si viste la mía. (T / C // WP: CHICAGO / WP: CUATRO)
